band_id,wavelength_nm,response
B01,1104.0,0.0
B01,1105.0,0.0
B01,1106.0,0.0
B01,1107.0,0.0
B01,1108.0,0.0
B01,1109.0,0.0
B01,1110.0,0.0
B01,1111.0,0.0
B01,1112.0,0.0
B01,1113.0,0.0
B01,1114.0,0.0
B01,1115.0,0.0
B01,1116.0,0.0
B01,1117.0,0.0
B01,1118.0,0.0
B01,1119.0,0.0
B01,1120.0,0.0
B01,1121.0,0.0
B01,1122.0,0.0
B01,1123.0,0.0
B01,1124.0,0.0
B01,1125.0,0.0
B01,1126.0,0.0
B01,1127.0,0.0
B01,1128.0,0.0
B01,1129.0,0.0
B01,1130.0,0.0
B01,1131.0,0.0
B01,1132.0,0.0
B01,1133.0,0.0
B01,1134.0,0.0
B01,1135.0,0.0
B01,1136.0,0.0
B01,1137.0,0.0
B01,1138.0,0.0
B01,1139.0,0.0
B01,1140.0,0.0
B01,1141.0,0.0
B01,1142.0,0.0
B01,1143.0,0.0
B01,1144.0,0.0
B01,1145.0,0.0
B01,1146.0,0.0
B01,1147.0,0.0
B01,1148.0,0.0
B01,1149.0,0.0
B01,1150.0,0.0
B01,1151.0,0.0
B01,1152.0,0.0
B01,1153.0,0.0
B01,1154.0,0.0
B01,1155.0,0.0
B01,1156.0,0.0
B01,1157.0,0.0
B01,1158.0,0.0
B01,1159.0,0.0
B01,1160.0,0.0
B01,1161.0,0.0
B01,1162.0,0.0
B01,1163.0,0.0
B01,1164.0,0.0
B01,1165.0,0.0
B01,1166.0,0.0
B01,1167.0,0.0
B01,1168.0,0.0
B01,1169.0,0.0
B01,1170.0,0.0
B01,1171.0,0.0
B01,1172.0,0.0
B01,1173.0,0.0
B01,1174.0,0.0
B01,1175.0,0.0
B01,1176.0,0.0
B01,1177.0,0.0
B01,1178.0,0.0
B01,1179.0,0.0
B01,1180.0,0.0
B01,1181.0,0.0
B01,1182.0,0.0
B01,1183.0,0.0
B01,1184.0,0.0
B01,1185.0,0.0
B01,1186.0,0.0
B01,1187.0,0.0
B01,1188.0,0.0
B01,1189.0,0.0
B01,1190.0,0.0
B01,1191.0,0.0
B01,1192.0,0.0
B01,1193.0,0.0
B01,1194.0,0.0
B01,1195.0,0.0
B01,1196.0,0.0
B01,1197.0,0.0
B01,1198.0,0.0
B01,1199.0,0.0
B01,1200.0,0.0
B01,1201.0,0.0
B01,1202.0,0.0
B01,1203.0,0.0
B01,1204.0,0.0
B01,1205.0,0.0
B01,1206.0,0.0
B01,1207.0,0.0
B01,1208.0,0.0
B01,1209.0,0.0
B01,1210.0,0.0
B01,1211.0,0.0
B01,1212.0,0.0
B01,1213.0,0.0
B01,1214.0,0.0
B01,1215.0,0.0
B01,1216.0,0.0
B01,1217.0,0.0
B01,1218.0,0.0
B01,1219.0,0.0
B01,1220.0,0.0
B01,1221.0,0.0
B01,1222.0,0.0
B01,1223.0,0.0
B01,1224.0,0.0
B01,1225.0,0.0
B01,1226.0,0.0
B01,1227.0,0.0
B01,1228.0,0.0
B01,1229.0,0.0
B01,1230.0,0.0
B01,1231.0,0.0
B01,1232.0,0.0
B01,1233.0,0.0
B01,1234.0,0.0
B01,1235.0,0.0
B01,1236.0,0.0
B01,1237.0,0.0
B01,1238.0,0.0
B01,1239.0,0.0
B01,1240.0,0.0
B01,1241.0,0.0
B01,1242.0,0.0
B01,1243.0,0.0
B01,1244.0,0.0
B01,1245.0,0.0
B01,1246.0,0.0
B01,1247.0,0.0
B01,1248.0,0.0
B01,1249.0,0.0
B01,1250.0,0.0
B01,1251.0,0.0
B01,1252.0,0.0
B01,1253.0,0.0
B01,1254.0,0.0
B01,1255.0,0.0
B01,1256.0,0.0
B01,1257.0,0.0
B01,1258.0,0.0
B01,1259.0,0.0
B01,1260.0,0.0
B01,1261.0,0.0
B01,1262.0,0.0
B01,1263.0,0.0
B01,1264.0,0.0
B01,1265.0,0.0
B01,1266.0,0.0
B01,1267.0,0.0
B01,1268.0,0.0
B01,1269.0,0.0
B01,1270.0,0.0
B01,1271.0,0.0
B01,1272.0,0.0
B01,1273.0,0.0
B01,1274.0,0.0
B01,1275.0,0.0
B01,1276.0,0.0
B01,1277.0,0.0
B01,1278.0,0.0
B01,1279.0,0.0
B01,1280.0,0.0
B01,1281.0,0.0
B01,1282.0,0.0
B01,1283.0,0.0
B01,1284.0,0.0
B01,1285.0,0.0
B01,1286.0,0.0
B01,1287.0,0.0
B01,1288.0,0.0
B01,1289.0,0.0
B01,1290.0,0.0
B01,1291.0,0.0
B01,1292.0,0.0
B01,1293.0,0.0
B01,1294.0,0.0
B01,1295.0,0.0
B01,1296.0,0.0
B01,1297.0,0.0
B01,1298.0,0.0
B01,1299.0,0.0
B01,1300.0,0.0
B01,1301.0,0.0
B01,1302.0,0.0
B01,1303.0,0.0
B01,1304.0,0.0
B01,1305.0,0.0
B01,1306.0,0.0
B01,1307.0,0.0
B01,1308.0,0.0
B01,1309.0,0.0
B01,1310.0,0.0
B01,1311.0,0.0
B01,1312.0,0.0
B01,1313.0,0.0
B01,1314.0,0.0
B01,1315.0,0.0
B01,1316.0,0.0
B01,1317.0,0.0
B01,1318.0,0.0
B01,1319.0,0.0
B01,1320.0,0.0
B01,1321.0,0.0
B01,1322.0,0.0
B01,1323.0,0.0
B01,1324.0,0.0
B01,1325.0,0.0
B01,1326.0,0.0
B01,1327.0,0.0
B01,1328.0,0.0
B01,1329.0,0.0
B01,1330.0,0.0
B01,1331.0,0.0
B01,1332.0,0.0
B01,1333.0,0.0
B01,1334.0,0.0
B01,1335.0,0.0
B01,1336.0,0.0
B01,1337.0,0.0
B01,1338.0,0.0
B01,1339.0,0.0
B01,1340.0,0.0
B01,1341.0,0.0
B01,1342.0,0.0
B01,1343.0,0.0
B01,1344.0,0.0
B01,1345.0,0.0
B01,1346.0,0.0
B01,1347.0,0.0
B01,1348.0,0.0
B01,1349.0,0.0
B01,1350.0,0.0
B01,1351.0,0.0
B01,1352.0,0.0
B01,1353.0,0.0
B01,1354.0,0.0
B01,1355.0,0.0
B01,1356.0,0.0
B01,1357.0,0.0
B01,1358.0,0.0
B01,1359.0,0.0
B01,1360.0,0.0
B01,1361.0,0.0
B01,1362.0,0.0
B01,1363.0,0.0
B01,1364.0,0.0
B01,1365.0,0.0
B01,1366.0,0.0
B01,1367.0,0.0
B01,1368.0,0.0
B01,1369.0,0.0
B01,1370.0,0.0
B01,1371.0,0.0
B01,1372.0,0.0
B01,1373.0,0.0
B01,1374.0,0.0
B01,1375.0,0.0
B01,1376.0,0.0
B01,1377.0,0.0
B01,1378.0,0.0
B01,1379.0,0.0
B01,1380.0,0.0
B01,1381.0,0.0
B01,1382.0,0.0
B01,1383.0,0.0
B01,1384.0,0.0
B01,1385.0,0.0
B01,1386.0,0.0
B01,1387.0,0.0
B01,1388.0,0.0
B01,1389.0,0.0
B01,1390.0,0.0
B01,1391.0,0.0
B01,1392.0,0.0
B01,1393.0,0.0
B01,1394.0,0.0
B01,1395.0,0.0
B01,1396.0,0.0
B01,1397.0,0.0
B01,1398.0,0.0
B01,1399.0,0.0
B01,1400.0,0.0
B01,1401.0,0.0
B01,1402.0,0.0
B01,1403.0,0.0
B01,1404.0,0.0
B01,1405.0,0.0
B01,1406.0,0.0
B01,1407.0,0.0
B01,1408.0,0.0
B01,1409.0,0.0
B01,1410.0,0.0
B01,1411.0,0.0
B01,1412.0,0.0
B01,1413.0,0.0
B01,1414.0,0.0
B01,1415.0,0.0
B01,1416.0,0.0
B01,1417.0,0.0
B01,1418.0,0.0
B01,1419.0,0.0
B01,1420.0,0.0
B01,1421.0,0.0
B01,1422.0,0.0
B01,1423.0,0.0
B01,1424.0,0.0
B01,1425.0,0.0
B01,1426.0,0.0
B01,1427.0,0.0
B01,1428.0,0.0
B01,1429.0,0.0
B01,1430.0,0.0
B01,1431.0,0.0
B01,1432.0,0.0
B01,1433.0,0.0
B01,1434.0,0.0
B01,1435.0,0.0
B01,1436.0,0.0
B01,1437.0,0.0
B01,1438.0,0.0
B01,1439.0,0.0
B01,1440.0,0.0
B01,1441.0,0.0
B01,1442.0,0.0
B01,1443.0,0.0
B01,1444.0,0.0
B01,1445.0,0.0
B01,1446.0,0.0
B01,1447.0,0.0
B01,1448.0,0.0
B01,1449.0,0.0
B01,1450.0,0.0
B01,1451.0,0.0
B01,1452.0,0.0
B01,1453.0,0.0
B01,1454.0,0.0
B01,1455.0,0.0
B01,1456.0,0.0
B01,1457.0,0.0
B01,1458.0,0.0
B01,1459.0,0.0
B01,1460.0,0.0
B01,1461.0,0.0
B01,1462.0,0.0
B01,1463.0,0.0
B01,1464.0,0.0
B01,1465.0,0.0
B01,1466.0,0.0
B01,1467.0,0.0
B01,1468.0,0.0
B01,1469.0,0.0
B01,1470.0,0.0
B01,1471.0,0.0
B01,1472.0,0.0
B01,1473.0,0.0
B01,1474.0,0.0
B01,1475.0,0.0
B01,1476.0,0.0
B01,1477.0,0.0
B01,1478.0,0.0
B01,1479.0,0.0
B01,1480.0,0.0
B01,1481.0,0.0
B01,1482.0,0.0
B01,1483.0,0.0
B01,1484.0,0.0
B01,1485.0,0.0
B01,1486.0,0.0
B01,1487.0,0.0
B01,1488.0,0.0
B01,1489.0,0.0
B01,1490.0,0.0
B01,1491.0,0.0
B01,1492.0,0.0
B01,1493.0,0.0
B01,1494.0,0.0
B01,1495.0,0.0
B01,1496.0,0.0
B01,1497.0,0.0
B01,1498.0,0.0
B01,1499.0,0.0
B01,1500.0,0.0
B01,1501.0,0.0
B01,1502.0,0.0
B01,1503.0,0.0
B01,1504.0,0.0
B01,1505.0,0.0
B01,1506.0,0.0
B01,1507.0,0.0
B01,1508.0,0.0
B01,1509.0,0.0
B01,1510.0,0.0
B01,1511.0,0.0
B01,1512.0,0.0
B01,1513.0,0.0
B01,1514.0,0.0
